,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,binary,lat,lc,location,lon,obs_date
1014,2089,956,320,728,405,1129,4251,5404,5539,5799,0,18.57262358,3,Mula,73.84371723,2021-04-29
1015,2224,1414,398,871,610,1534,2784,3592,4280,3896,0,18.57019813,3,Mula,73.83078149,2021-04-29
1016,2656,2072,799,1102,1432,1560,1917,2134,2193,2383,1,18.56983881,1,Mula,73.85656314,2021-04-29
1017,262,176,484,549,377,475,518,495,408,418,0,-7.274063097,2,RawaPening,110.4349734,2019-03-30
1018,294,191,476,537,379,463,470,618,521,493,0,-7.27424276,2,RawaPening,110.4356022,2019-03-30
1019,232,166,456,503,409,482,439,410,390,400,0,-7.278195348,2,RawaPening,110.4320987,2019-03-30
1020,182,133,626,831,626,635,400,383,376,328,0,-7.282776756,2,RawaPening,110.4197918,2019-03-30
1021,193,152,364,398,283,361,337,342,338,348,0,-7.286729343,2,RawaPening,110.4185342,2019-03-30
1022,1008,586,475,681,455,867,1720,1987,1782,1950,1,-7.271098657,1,RawaPening,110.4241037,2019-03-30
1023,1701,815,562,834,499,1278,3841,4537,4532,4842,0,-7.281968272,3,RawaPening,110.4461125,2019-03-30
1024,1639,756,562,822,461,1256,3906,4643,4560,5010,0,-7.282507261,3,RawaPening,110.445843,2019-03-30
1025,335,236,473,523,385,504,718,785,809,887,0,-7.285741196,3,RawaPening,110.4294936,2019-03-30
1026,1516,710,574,792,520,1182,3483,4095,3946,4373,0,-7.288975131,3,RawaPening,110.4444057,2019-03-30
1027,417,239,448,661,369,601,1010,1176,2190,1136,0,-7.273344445,3,RawaPening,110.42608,2019-03-30
1028,459,256,431,604,392,609,930,1197,1986,1006,0,-7.274691918,3,RawaPening,110.4288648,2019-03-30
1029,485,281,461,662,399,623,1119,1153,2090,1168,0,-7.276847875,3,RawaPening,110.4285953,2019-03-30
1030,500,256,572,918,527,836,1313,1388,2256,1495,0,-7.27774619,3,RawaPening,110.4184444,2019-03-30
1031,359,235,485,606,379,578,830,875,1838,1013,0,-7.281968272,3,RawaPening,110.4296733,2019-03-30
1032,1745,811,584,885,495,1302,4057,4831,4717,5154,0,-7.287807321,3,RawaPening,110.4486278,2019-03-30
1033,1370,694,521,827,443,1056,2633,2798,3318,2902,0,-7.292298898,3,RawaPening,110.4144918,2019-03-30
1034,1435,820,613,809,736,1171,2210,2342,1664,2474,1,-7.267864722,1,RawaPening,110.4158392,2019-03-30
1035,1321,669,478,688,434,960,2631,3100,3410,3075,1,-7.280351304,1,RawaPening,110.4164681,2019-03-30
1036,1233,658,758,1112,704,1413,2485,2693,2709,2713,1,-7.287627658,1,RawaPening,110.4544668,2019-03-30
1037,215,124,745,952,802,947,693,739,664,545,0,-7.266247754,2,RawaPening,110.4315598,2019-05-29
1038,119,74,471,604,409,544,359,429,315,296,0,-7.269841016,2,RawaPening,110.4285953,2019-05-29
1039,79,55,343,388,252,323,238,242,170,218,0,-7.273973266,2,RawaPening,110.4269784,2019-05-29
1040,140,81,334,355,255,352,319,274,315,255,0,-7.279003831,2,RawaPening,110.419163,2019-05-29
1041,258,162,384,407,314,407,396,391,406,359,0,-7.279273326,2,RawaPening,110.4261699,2019-05-29
1042,1002,548,593,768,672,1004,1609,1967,1335,1981,1,-7.271098657,1,RawaPening,110.4227563,2019-05-29
1043,1532,743,356,525,318,687,2333,3199,3059,3320,1,-7.277207201,1,RawaPening,110.4093714,2019-05-29
1044,274,141,388,518,351,489,685,661,1199,646,0,-7.282147935,3,RawaPening,110.4153901,2019-05-29
1045,1769,755,451,807,322,1228,3956,4661,4797,4699,0,-7.288525973,3,RawaPening,110.4160189,2019-05-29
1046,932,378,326,501,282,835,2317,2910,2342,2955,0,-7.295712496,3,RawaPening,110.4275173,2019-05-29
1047,486,232,363,579,339,688,1517,1721,2154,1932,0,-7.273254614,3,RawaPening,110.4269784,2019-05-29
1048,399,174,365,524,301,479,1024,1272,2185,1194,0,-7.273793603,3,RawaPening,110.4290445,2019-05-29
1049,310,153,357,456,300,466,771,836,1426,931,0,-7.276219054,3,RawaPening,110.4291343,2019-05-29
1050,433,219,395,537,319,580,1227,1216,2389,1627,0,-7.277207201,3,RawaPening,110.4256309,2019-05-29
1051,424,210,613,863,676,1113,1370,1464,1908,1404,0,-7.279722484,3,RawaPening,110.4085629,2019-05-29
1052,1718,986,434,751,473,1104,2376,2549,3567,2953,1,-7.268224048,1,RawaPening,110.4153901,2019-05-29
1053,535,221,457,671,403,683,1411,1310,2227,1346,1,-7.28241743,1,RawaPening,110.4250919,2019-05-29
1054,2387,1897,626,812,906,1210,1982,2155,1818,2417,1,-7.288615805,1,RawaPening,110.4064069,2019-05-29
1055,1988,1534,527,745,603,945,1669,1884,2024,1951,1,-7.289334457,1,RawaPening,110.4083832,2019-05-29
1056,1683,894,488,766,561,1185,2418,2862,2846,3181,1,-7.298227779,1,RawaPening,110.4103595,2019-05-29
1057,278,197,427,525,440,508,428,463,378,402,0,-7.268493543,2,RawaPening,110.444226,2019-07-28
1058,68,50,342,441,308,367,213,228,193,194,0,-7.273164782,2,RawaPening,110.434075,2019-07-28
1059,375,232,493,675,739,980,1068,1122,1023,1046,0,-7.277476695,2,RawaPening,110.4068561,2019-07-28
1060,225,176,361,439,322,381,313,360,364,378,0,-7.279363158,2,RawaPening,110.4245529,2019-07-28
1061,933,496,481,634,532,855,1350,1466,1454,1483,0,-7.264630787,3,RawaPening,110.4410819,2019-07-28
1062,921,631,528,697,797,1075,1327,1412,1500,1444,1,-7.271727478,1,RawaPening,110.4171867,2019-07-28
1063,380,177,322,426,325,525,915,1329,784,1290,0,-7.276219054,3,RawaPening,110.4206003,2019-07-28
1064,506,306,448,667,529,956,1143,1236,1192,1133,1,-7.282956419,1,RawaPening,110.4102697,2019-07-28
1065,477,258,474,645,611,856,1160,1256,1173,1166,1,-7.283136082,1,RawaPening,110.4088324,2019-07-28
1066,520,241,354,585,370,721,1273,1644,2315,1723,0,-7.268763037,3,RawaPening,110.4414412,2019-07-28
1067,603,258,345,533,308,710,1914,2126,3211,2075,0,-7.277386864,3,RawaPening,110.4208698,2019-07-28
1068,537,260,346,551,302,636,1371,1422,2373,1732,0,-7.278105516,3,RawaPening,110.4226664,2019-07-28
1069,459,207,358,510,310,553,1352,1597,2614,1415,0,-7.279722484,3,RawaPening,110.4327276,2019-07-28
1070,269,129,342,462,285,421,563,719,1275,646,0,-7.282597093,3,RawaPening,110.4289546,2019-07-28
1071,1772,818,389,634,398,853,2565,3197,3515,3466,1,-7.261217189,1,RawaPening,110.445304,2019-07-28
1072,2017,1567,603,688,766,969,1398,1579,1538,1874,1,-7.264271461,1,RawaPening,110.4471006,2019-07-28
1073,1898,1224,505,689,659,949,1744,1986,2088,2453,1,-7.270829162,1,RawaPening,110.4529397,2019-07-28
1074,1232,1080,501,713,1064,1268,1408,1461,1391,1435,1,-7.274961413,1,RawaPening,110.4085629,2019-07-28
1075,447,276,579,804,882,1140,1333,1408,1319,1348,1,-7.279363158,1,RawaPening,110.4528498,2019-07-28
1076,167,90,286,356,263,342,323,223,196,167,0,-7.280351304,2,RawaPening,110.4365903,2019-09-06
1077,130,104,313,383,305,311,161,158,156,194,0,-7.283315745,2,RawaPening,110.4368598,2019-09-06
1078,227,106,286,334,254,380,406,404,318,435,0,-7.285112375,2,RawaPening,110.4315598,2019-09-06
1079,93,59,260,303,227,283,192,135,105,143,0,-7.28834631,2,RawaPening,110.4356022,2019-09-06
1080,225,142,326,385,289,322,323,381,312,396,0,-7.289154794,2,RawaPening,110.4364107,2019-09-06
1081,1683,896,371,600,465,896,2172,2654,2509,2782,1,-7.267235901,1,RawaPening,110.4387463,2019-09-06
1082,1540,640,317,612,309,1116,3605,4275,4365,4643,0,-7.272985119,3,RawaPening,110.4395548,2019-09-06
1083,603,363,403,590,568,848,1156,1233,1191,1232,1,-7.274152929,1,RawaPening,110.4167376,2019-09-06
1084,1374,562,280,569,261,996,3558,4372,4546,4727,0,-7.289783615,3,RawaPening,110.4440463,2019-09-06
1085,343,135,254,361,220,411,832,890,756,852,0,-7.294544686,2,RawaPening,110.4327276,2019-09-06
1086,282,152,282,469,280,449,793,1243,1903,1270,0,-7.280261473,3,RawaPening,110.4406327,2019-09-06
1087,267,119,275,468,245,383,831,1170,2040,1176,0,-7.282327598,3,RawaPening,110.4400039,2019-09-06
1088,702,342,318,580,324,809,2143,2356,3270,2431,0,-7.283225913,3,RawaPening,110.4263495,2019-09-06
1089,362,174,254,468,259,431,950,1140,2091,1154,0,-7.286190354,3,RawaPening,110.442609,2019-09-06
1090,391,200,342,562,291,566,1429,1889,3187,1817,0,-7.289154794,3,RawaPening,110.4221274,2019-09-06
1091,1306,633,330,617,342,970,2747,3088,3471,3236,0,-7.273973266,3,RawaPening,110.4416209,2019-09-06
1092,1665,968,500,714,713,1015,1808,2367,1850,2398,1,-7.266068091,1,RawaPening,110.4306614,2019-09-06
1093,1276,865,545,767,744,1237,1747,2014,1442,2031,1,-7.270020679,1,RawaPening,110.42078,2019-09-06
1094,2382,1668,690,1064,1146,1670,2404,2553,2511,2703,1,-7.273973266,1,RawaPening,110.4099104,2019-09-06
1095,2883,2514,739,915,1078,1532,1712,1788,1678,2032,1,-7.276668212,1,RawaPening,110.4531193,2019-09-06
1096,719,450,616,749,748,831,814,997,845,926,0,-7.268673206,2,RawaPening,110.445843,2019-11-05
1097,262,195,514,581,521,590,484,448,442,413,0,-7.280800462,2,RawaPening,110.4365005,2019-11-05
1098,247,190,478,602,475,470,163,151,291,117,0,-7.281519114,2,RawaPening,110.4412616,2019-11-05
1099,411,221,477,604,464,517,675,849,522,857,0,-7.281519114,2,RawaPening,110.4416209,2019-11-05
1100,250,220,477,555,431,453,297,302,269,296,0,-7.287088669,2,RawaPening,110.4210495,2019-11-05
1101,1951,814,379,739,363,1250,4165,4918,5136,5396,0,-7.278285179,3,RawaPening,110.4388361,2019-11-05
1102,1795,933,465,755,520,1169,2849,3643,3562,3999,1,-7.28008181,1,RawaPening,110.4064069,2019-11-05
1103,1615,648,336,664,359,1109,3668,4325,4344,4757,0,-7.290322604,3,RawaPening,110.4396446,2019-11-05
1104,798,357,386,586,375,856,2336,2468,2577,2691,0,-7.29068193,3,RawaPening,110.4311106,2019-11-05
1105,334,200,385,444,392,533,580,686,767,618,0,-7.290771762,2,RawaPening,110.4364107,2019-11-05
1106,939,412,381,671,340,910,2544,3351,4003,3519,0,-7.278554674,3,RawaPening,110.4220376,2019-11-05
1107,657,282,333,559,294,683,2162,2158,3062,2435,0,-7.282686924,3,RawaPening,110.4290445,2019-11-05
1108,671,320,354,650,361,678,1385,1464,3006,1689,0,-7.282686924,3,RawaPening,110.4303021,2019-11-05
1109,217,103,374,464,367,526,726,843,1017,793,0,-7.28834631,2,RawaPening,110.4269784,2019-11-05
1110,550,300,350,541,322,594,1080,1277,2443,1276,0,-7.289154794,3,RawaPening,110.4372191,2019-11-05
1111,1839,1044,549,893,675,1312,2822,3391,3254,3605,1,-7.262654493,1,RawaPening,110.4329072,2019-11-05
1112,1954,1030,591,813,648,1120,2857,3387,3083,3623,1,-7.269661353,1,RawaPening,110.4410819,2019-11-05
1113,3080,2084,753,1066,1212,1637,2425,2633,2696,3007,1,-7.274602087,1,RawaPening,110.4515922,2019-11-05
1114,2462,1891,1242,1584,1874,2075,2185,2290,2275,2386,1,-7.281339451,1,RawaPening,110.4585092,2019-11-05
1115,3001,1959,904,1262,1497,1786,2723,3040,3093,3347,1,-7.283944566,1,RawaPening,110.4550058,2019-11-05
1116,105,49,320,328,224,255,191,212,154,153,0,-7.27774619,2,RawaPening,110.4320089,2020-07-02
1117,244,167,463,680,530,630,532,633,480,559,0,-7.28124962,2,RawaPening,110.4119765,2020-07-02
1118,51,36,507,719,553,645,297,281,222,209,0,-7.281339451,2,RawaPening,110.4101799,2020-07-02
1119,72,38,306,300,210,247,189,193,155,156,0,-7.282147935,2,RawaPening,110.4339852,2020-07-02
1120,51,42,376,501,358,405,216,237,167,175,0,-7.282776756,2,RawaPening,110.412785,2020-07-02
1121,1426,591,324,639,310,1022,3359,3983,4073,4371,0,-7.286639511,3,RawaPening,110.444765,2020-07-02
1122,1547,629,326,602,313,1053,3549,4310,4172,4720,0,-7.290322604,3,RawaPening,110.4478193,2020-07-02
1123,1428,577,357,623,315,1025,3235,3805,3715,4213,0,-7.291759908,3,RawaPening,110.4406327,2020-07-02
1124,593,263,324,483,286,571,1445,1706,2155,1932,0,-7.292388729,3,RawaPening,110.4269784,2020-07-02
1125,352,195,567,836,690,1001,1034,1341,1577,1018,0,-7.266337586,3,RawaPening,110.4299428,2020-07-02
1126,476,252,336,495,245,493,1096,1433,2264,1453,0,-7.278734337,3,RawaPening,110.4228461,2020-07-02
1127,445,204,346,547,285,559,1208,1217,2512,1211,0,-7.283585239,3,RawaPening,110.4294038,2020-07-02
1128,728,382,385,626,350,726,1767,1765,3220,1792,0,-7.284573386,3,RawaPening,110.425541,2020-07-02
1129,467,221,334,524,282,500,999,1231,2186,1403,0,-7.286729343,3,RawaPening,110.4264394,2020-07-02
1130,1732,741,368,678,318,1150,3504,4016,4020,4394,0,-7.284303892,3,RawaPening,110.4485379,2020-07-02
1131,2205,1793,607,725,771,1067,1730,1869,1534,2162,1,-7.261217189,1,RawaPening,110.4329072,2020-07-02
1132,1728,1002,341,552,333,855,2087,2428,2522,2735,1,-7.267235901,1,RawaPening,110.4524905,2020-07-02
1133,1400,757,462,634,484,913,2220,2938,2679,3056,1,-7.269391858,1,RawaPening,110.4162884,2020-07-02
1134,870,405,356,428,313,809,1920,2060,1013,2264,1,-7.288436142,1,RawaPening,110.45276,2020-07-02
1135,220,167,314,375,274,338,313,330,322,425,1,-7.269032532,1,RawaPening,110.4468311,2020-08-31
1136,177,123,377,423,322,414,341,362,287,344,0,-7.276129223,2,RawaPening,110.4258105,2020-08-31
1137,322,170,356,432,303,402,560,577,401,583,0,-7.282866587,2,RawaPening,110.4296733,2020-08-31
1138,133,101,346,366,274,301,237,243,202,193,0,-7.294005697,2,RawaPening,110.4214986,2020-08-31
1139,141,104,316,343,252,292,275,305,291,284,0,-7.295173507,2,RawaPening,110.4253614,2020-08-31
1140,673,394,644,806,818,1064,1050,1138,1263,1098,1,-7.266607081,1,RawaPening,110.4304818,2020-08-31
1141,1307,592,378,680,375,1124,3213,3666,3469,3958,0,-7.275051244,3,RawaPening,110.4407226,2020-08-31
1142,436,257,494,648,532,766,906,980,981,996,0,-7.279991978,2,RawaPening,110.4120663,2020-08-31
1143,1183,507,411,596,357,995,2764,3252,3046,3486,0,-7.290502267,3,RawaPening,110.4303021,2020-08-31
1144,1697,753,456,810,414,1186,3587,4111,4416,4333,0,-7.291220919,3,RawaPening,110.4411717,2020-08-31
1145,437,235,503,819,535,1003,1458,1830,2268,1447,0,-7.27011051,3,RawaPening,110.4257207,2020-08-31
1146,311,190,399,544,379,501,713,833,1420,834,0,-7.27127832,3,RawaPening,110.4330869,2020-08-31
1147,500,209,348,598,336,610,1428,1497,2733,1669,0,-7.272356298,3,RawaPening,110.4309309,2020-08-31
1148,411,193,354,535,320,518,1014,1117,1930,1154,0,-7.275769896,3,RawaPening,110.4201512,2020-08-31
1149,438,204,386,595,353,556,1124,1548,2751,1495,0,-7.276488549,3,RawaPening,110.4221274,2020-08-31
1150,1367,599,379,736,398,1241,3223,3637,3859,3922,0,-7.288525973,3,RawaPening,110.4128748,2020-08-31
1151,1216,832,545,783,834,1038,1176,1253,1266,1212,1,-7.265079945,1,RawaPening,110.4273377,2020-08-31
1152,1221,550,423,613,399,946,2050,2337,2261,2572,1,-7.285022544,1,RawaPening,110.4155697,2020-08-31
1153,1710,857,473,750,484,1184,2748,3108,3238,3401,1,-7.287627658,1,RawaPening,110.4537481,2020-08-31
1154,1837,816,417,724,426,1105,3357,4004,3753,4292,1,-7.29184974,1,RawaPening,110.45276,2020-08-31
1155,75,52,210,213,165,186,72,26,21,59,0,-7.271008825,2,RawaPening,110.4439565,2020-09-20
1156,47,51,170,179,132,143,47,69,31,15,0,-7.271457983,2,RawaPening,110.4479989,2020-09-20
1157,75,57,229,254,196,206,135,133,119,92,0,-7.277836022,2,RawaPening,110.4391056,2020-09-20
1158,116,73,199,233,165,196,146,151,126,157,0,-7.278015685,2,RawaPening,110.4311106,2020-09-20
1159,61,44,204,242,183,176,86,85,61,70,0,-7.279273326,2,RawaPening,110.443148,2020-09-20
1160,1760,894,308,569,297,875,2775,3568,3505,3675,1,-7.266427417,1,RawaPening,110.4223969,2020-09-20
1161,1418,742,370,596,397,861,2106,2532,2411,2600,1,-7.2689427,1,RawaPening,110.4179952,2020-09-20
1162,1099,470,287,593,272,1108,3063,3665,3530,3636,0,-7.272985119,3,RawaPening,110.4360513,2020-09-20
1163,384,134,223,277,189,416,835,1003,532,981,0,-7.276847875,2,RawaPening,110.4409022,2020-09-20
1164,1767,868,303,566,270,778,2767,3828,3674,3864,0,-7.279542821,3,RawaPening,110.4077544,2020-09-20
1165,672,286,276,662,282,981,2329,2541,3861,2317,0,-7.268044385,3,RawaPening,110.4283258,2020-09-20
1166,484,225,305,611,311,748,1385,1619,2700,1595,0,-7.272086804,3,RawaPening,110.4249122,2020-09-20
1167,640,281,270,552,245,544,1541,1744,3236,2005,0,-7.274152929,3,RawaPening,110.4375785,2020-09-20
1168,279,182,240,426,227,333,600,628,1902,666,0,-7.275500402,3,RawaPening,110.4459328,2020-09-20
1169,549,253,261,551,249,665,1483,1776,3006,1765,0,-7.276039391,3,RawaPening,110.421319,2020-09-20
1170,1438,589,248,631,250,1167,3490,4038,4172,4412,0,-7.279452989,3,RawaPening,110.4499752,2020-09-20
1171,1637,870,323,584,314,823,2788,3643,3530,3700,1,-7.263193482,1,RawaPening,110.4243732,2020-09-20
1172,2158,1325,461,761,542,1372,2876,3233,3116,3437,1,-7.271547815,1,RawaPening,110.4525803,2020-09-20
1173,2157,1232,386,712,465,1343,3141,3512,3063,3772,1,-7.271907141,1,RawaPening,110.4529397,2020-09-20
1174,2418,1457,437,722,743,1173,2614,3009,2927,3298,1,-7.279452989,1,RawaPening,110.4542871,2020-09-20
1175,267,237,336,401,350,397,306,313,278,304,0,-7.273344445,2,RawaPening,110.4338055,2020-11-19
1176,270,231,529,690,578,665,394,380,291,321,0,-7.282597093,2,RawaPening,110.4128748,2020-11-19
1177,223,189,326,385,305,362,309,329,306,297,0,-7.28951412,2,RawaPening,110.4450345,2020-11-19
1178,273,215,400,436,325,396,389,398,380,288,0,-7.292119235,2,RawaPening,110.4353327,2020-11-19
1179,238,207,402,475,369,441,333,353,309,323,0,-7.298856599,2,RawaPening,110.4403632,2020-11-19
1180,1980,1194,807,1158,1188,1820,2592,2830,2823,3120,1,-7.266247754,1,RawaPening,110.42608,2020-11-19
1181,1527,802,581,865,549,1261,2897,3355,3781,3653,0,-7.281429283,3,RawaPening,110.4223969,2020-11-19
1182,1176,553,367,611,389,1032,2437,2810,2656,3068,0,-7.283315745,3,RawaPening,110.4365005,2020-11-19
1183,1274,588,383,648,390,1120,2796,3216,2985,3484,0,-7.28421406,3,RawaPening,110.4284157,2020-11-19
1184,594,375,407,467,372,523,682,653,869,913,0,-7.285651365,3,RawaPening,110.4369497,2020-11-19
1185,589,364,438,709,406,704,1419,1825,3407,1932,0,-7.269481689,3,RawaPening,110.4325479,2020-11-19
1186,556,325,404,673,383,675,1372,2128,3109,1679,0,-7.27361394,3,RawaPening,110.4290445,2020-11-19
1187,609,357,379,637,336,593,1331,1676,2963,1920,0,-7.277207201,3,RawaPening,110.4230258,2020-11-19
1188,749,385,417,686,413,695,2014,1848,3450,2240,0,-7.280800462,3,RawaPening,110.4242834,2020-11-19
1189,559,346,351,592,354,696,1340,1933,2814,1694,0,-7.281698777,3,RawaPening,110.4320089,2020-11-19
1190,1598,742,370,720,366,1177,3462,3973,4107,4142,0,-7.288436142,3,RawaPening,110.4148511,2020-11-19
1191,2593,1696,1044,1442,1638,2180,2929,3219,3119,3579,1,-7.270380005,1,RawaPening,110.4241936,2020-11-19
1192,1616,958,644,1076,891,1698,2708,3062,3037,3281,1,-7.272895288,1,RawaPening,110.4134138,2020-11-19
1193,1001,737,676,824,941,1152,1166,1285,1462,1403,1,-7.302090534,1,RawaPening,110.452221,2020-11-19
1194,1962,954,506,963,529,1362,3464,3937,4356,4274,1,-7.306312616,1,RawaPening,110.4514125,2020-11-19
1195,414,283,642,781,844,1036,938,1033,822,974,1,-7.26777489,1,RawaPening,110.4188037,2021-02-27
1196,116,78,345,497,303,377,256,256,187,313,0,-7.275051244,2,RawaPening,110.4325479,2021-02-27
1197,332,214,507,662,620,842,841,916,551,757,0,-7.277207201,2,RawaPening,110.4079341,2021-02-27
1198,96,60,391,594,376,448,186,191,151,151,0,-7.28008181,2,RawaPening,110.4129646,2021-02-27
1199,77,52,262,318,185,255,157,163,131,145,0,-7.285920859,2,RawaPening,110.4373988,2021-02-27
1200,504,299,493,693,624,940,1151,1296,1493,1310,0,-7.276308886,3,RawaPening,110.4086527,2021-02-27
1201,1212,530,410,740,414,1049,3366,4013,3312,4448,0,-7.280800462,3,RawaPening,110.4172765,2021-02-27
1202,411,263,472,586,470,495,687,908,1105,867,0,-7.281069957,3,RawaPening,110.428236,2021-02-27
1203,399,189,276,364,223,426,805,919,912,1172,0,-7.289064963,2,RawaPening,110.4416209,2021-02-27
1204,1691,692,306,636,282,1166,4139,4891,4710,5360,0,-7.293556539,3,RawaPening,110.4505142,2021-02-27
1205,341,161,415,668,393,629,992,979,1715,897,0,-7.27361394,3,RawaPening,110.4297631,2021-02-27
1206,466,209,333,608,307,574,1288,1660,3067,1842,0,-7.277386864,3,RawaPening,110.4189833,2021-02-27
1207,521,275,324,610,307,643,1388,1431,2858,1575,0,-7.278734337,2,RawaPening,110.4140426,2021-02-27
1208,254,127,369,515,305,414,546,609,1284,553,0,-7.281339451,2,RawaPening,110.4294936,2021-02-27
1209,919,380,279,615,265,795,2532,3197,4735,3183,0,-7.284663218,3,RawaPening,110.4119765,2021-02-27
1210,1722,801,288,521,306,822,2838,3573,3342,3840,1,-7.268763037,1,RawaPening,110.4150308,2021-02-27
1211,1140,978,796,1020,869,1110,1348,1310,965,1413,1,-7.270380005,1,RawaPening,110.4214088,2021-02-27
1212,1989,916,317,731,305,1222,4221,5273,4509,5607,1,-7.282597093,1,RawaPening,110.4515922,2021-02-27
1213,1672,1005,446,680,521,1027,2029,2250,2048,2457,1,-7.287178501,1,RawaPening,110.4085629,2021-02-27
1214,284,163,417,547,358,447,445,536,565,486,0,-7.288525973,2,RawaPening,110.4248224,2021-03-19
1215,269,215,308,354,299,415,384,394,214,461,0,-7.292029403,2,RawaPening,110.421319,2021-03-19
1216,146,117,237,298,200,229,132,102,73,127,0,-7.296520979,2,RawaPening,110.4342547,2021-03-19
1217,213,139,280,338,211,275,276,355,268,371,0,-7.298048115,2,RawaPening,110.4281462,2021-03-19
1218,123,126,237,268,192,245,59,73,53,65,0,-7.298676936,2,RawaPening,110.4205105,2021-03-19
1219,794,344,447,663,351,626,1482,1790,2631,1841,0,-7.282327598,3,RawaPening,110.4295835,2021-03-19
1220,713,336,302,382,249,504,1452,1628,1001,1631,0,-7.287358164,2,RawaPening,110.4389259,2021-03-19
1221,1649,689,339,674,295,1192,3746,4376,4119,4687,0,-7.289064963,3,RawaPening,110.4347937,2021-03-19
1222,1293,554,302,527,295,1032,3346,3703,3485,4037,0,-7.291041256,3,RawaPening,110.429853,2021-03-19
1223,1453,624,330,609,308,1091,3404,3911,3475,4230,0,-7.293107381,3,RawaPening,110.4277868,2021-03-19
1224,668,299,426,763,386,808,2054,2316,4060,2332,0,-7.280890294,3,RawaPening,110.4107188,2021-03-19
1225,493,228,409,684,363,594,1234,1717,2718,1920,0,-7.28187844,2,RawaPening,110.4137731,2021-03-19
1226,369,187,485,760,458,700,915,906,1741,907,0,-7.283495408,3,RawaPening,110.4226664,2021-03-19
1227,286,178,411,571,350,519,561,889,1397,911,0,-7.283495408,3,RawaPening,110.427158,2021-03-19
1228,610,310,408,641,346,642,1546,2058,2791,1990,0,-7.288436142,3,RawaPening,110.4259902,2021-03-19
1229,863,355,457,728,404,811,2145,2629,3646,2614,0,-7.284842881,3,RawaPening,110.4234749,2021-03-19
1230,1684,736,396,778,354,1291,4336,5195,5060,5489,0,-7.295173507,3,RawaPening,110.4161087,2021-03-19
1231,267,173,329,377,295,403,265,353,377,374,0,-7.291041256,2,RawaPening,110.413324,2021-03-19
1232,2103,1438,828,976,841,1338,2435,2865,2897,3065,1,-7.291490414,1,RawaPening,110.41009,2021-03-19
1233,1365,741,418,623,443,910,2147,2790,2707,2968,1,-7.298766768,1,RawaPening,110.4102697,2021-03-19
1234,22,20,68,63,50,68,53,44,58,36,0,29.51769701,2,Rodman,-81.86037265,2019-02-08
1235,32,49,52,59,38,58,39,35,30,33,0,29.51464273,2,Rodman,-81.86342693,2019-02-08
1236,43,30,51,69,45,61,30,30,1,14,0,29.50934267,2,Rodman,-81.90789353,2019-02-08
1237,54,21,108,114,90,125,102,103,109,81,0,29.53162089,2,Rodman,-81.83962157,2019-02-08
1238,93,48,188,219,216,230,211,219,218,208,0,29.5313514,2,Rodman,-81.83989107,2019-02-08
1239,36,33,61,58,54,47,51,33,39,29,0,29.526231,2,Rodman,-81.81931965,2019-02-08
1240,24,18,79,55,55,64,54,54,48,46,0,29.52146993,2,Rodman,-81.84581995,2019-02-08
1241,27,18,75,57,46,68,54,47,44,49,0,29.51832583,2,Rodman,-81.84752675,2019-02-08
1242,12,14,62,35,52,71,48,45,36,43,0,29.51805633,2,Rodman,-81.84617927,2019-02-08
1243,149,87,109,111,104,119,202,156,221,139,0,29.51760717,3,Rodman,-81.87726098,2019-02-08
1244,185,111,128,124,108,127,187,139,258,194,0,29.5165292,3,Rodman,-81.87995593,2019-02-08
1245,696,299,167,262,155,553,1613,1882,1638,1567,0,29.51239694,3,Rodman,-81.88750178,2019-02-08
1246,97,56,78,89,62,111,137,161,158,143,0,29.51203762,2,Rodman,-81.8881306,2019-02-08
1247,73,39,66,109,49,77,132,105,214,85,0,29.50808503,3,Rodman,-81.91283427,2019-02-08
1248,81,48,84,82,86,107,134,162,238,154,0,29.49299333,3,Rodman,-81.91481056,2019-02-08
1249,86,50,61,95,59,104,151,104,261,151,0,29.48715429,3,Rodman,-81.91490039,2019-02-08
1250,151,60,53,70,58,131,224,198,166,198,0,29.48212372,3,Rodman,-81.91427157,2019-02-08
1251,1042,506,222,446,268,861,2199,2452,2290,2625,0,29.52901578,3,Rodman,-81.85776754,2019-02-08
1252,414,202,210,447,244,491,1348,1488,2470,1558,0,29.51751734,3,Rodman,-81.85938451,2019-02-08
1253,75,49,78,56,62,65,203,83,362,111,0,29.51545122,3,Rodman,-81.90151549,2019-02-08
1254,870,383,253,626,304,646,2131,2154,3808,2212,0,29.51356475,3,Rodman,-81.88947807,2019-02-08
1255,191,109,118,198,133,213,380,400,834,379,0,29.51194779,3,Rodman,-81.88759161,2019-02-08
1256,210,112,150,244,161,187,410,443,1142,545,0,29.51033082,3,Rodman,-81.89289167,2019-02-08
1257,54,58,64,154,78,98,89,68,276,126,0,29.49910188,3,Rodman,-81.91274444,2019-02-08
1258,215,128,155,249,150,261,412,736,1150,589,0,29.49568828,3,Rodman,-81.91454107,2019-02-08
1259,273,122,185,328,206,362,805,745,1592,726,0,29.4849085,3,Rodman,-81.91427157,2019-02-08
1260,267,123,145,243,160,257,658,452,1460,899,0,29.48239321,3,Rodman,-81.91202578,2019-02-08
1261,374,156,97,185,110,229,594,757,654,651,0,29.48850176,3,Rodman,-81.91499022,2019-02-08
